User,Age,Gender,Education,Neuroticism,Extraversion,Openness-to-experience,Agreeableness,Conscientiousness,Impulsive,Sensation-seeking
0,2,0,7,0.04257,-1.50796,-0.71727,0.28783000000000003,1.3061200000000002,0.19268,-0.52593
0,3,1,8,-1.32828,1.74091,0.8830899999999999,0.9415600000000001,1.81175,-0.21711999999999998,-0.52593
1,3,1,1,0.31287,-0.80615,-1.2755299999999998,-1.47955,-0.65253,-1.37983,0.07987000000000001
0,2,0,1,-1.1943,-0.80615,0.14143,-0.60633,-0.00665,-1.37983,-0.8463700000000001
1,2,1,6,-0.79151,-1.23177,-0.019280000000000002,0.43851999999999997,-0.00665,0.19268,-0.8463700000000001
0,0,1,6,0.41667,-0.30033000000000004,0.29338000000000003,1.2861,-0.14277,-0.71126,-1.5485799999999998
1,2,1,6,1.02119,0.63779,0.8830899999999999,-2.90161,-0.78155,0.52975,1.92173
1,5,1,0,-0.24649000000000001,-0.80615,-2.63199,-0.30172,-0.78155,0.52975,-1.5485799999999998
0,2,1,6,-0.24649000000000001,-0.57545,-0.17779,-0.01729,-1.5184,-0.21711999999999998,-0.21575
1,4,1,0,0.31287,0.32197,1.0623799999999999,0.13136,-0.65253,0.52975,-0.52593
0,3,1,6,-1.5507799999999998,1.2861,0.29338000000000003,-0.01729,0.7583,-0.21711999999999998,-0.8463700000000001
0,5,0,5,-0.24649000000000001,-0.9477899999999999,-1.1190200000000001,-0.7609600000000001,0.41594,-1.37983,-0.21575
0,2,1,7,0.04257,-0.43998999999999994,-0.019280000000000002,-2.07848,0.7583,-0.71126,0.07987000000000001
0,2,0,6,0.82562,0.0033200000000000005,1.0623799999999999,1.81866,-0.40581,-0.21711999999999998,-0.21575
0,2,1,7,-0.14882,-0.9477899999999999,-1.2755299999999998,-0.01729,-0.65253,-0.21711999999999998,-0.52593
1,2,1,5,-0.92104,-0.57545,-0.31776,-0.15487,-1.0145,-0.21711999999999998,-0.21575
1,1,1,6,-1.05308,1.45421,0.44585,1.2861,0.9394899999999999,-0.21711999999999998,0.07987000000000001
0,1,0,6,-0.46725,0.47617,1.24033,0.9415600000000001,1.6308799999999999,-1.37983,-2.07848
1,3,0,4,0.31287,0.63779,-1.1190200000000001,0.28783000000000003,1.46191,-0.71126,-0.8463700000000001
0,3,1,7,-2.05048,0.80523,0.29338000000000003,0.9415600000000001,1.1340700000000001,-2.55524,-1.18084
1,3,1,1,0.13606,-0.80615,-0.31776,-0.15487,-0.65253,0.19268,-0.8463700000000001
1,1,0,7,0.82562,-0.57545,-1.97495,-0.91699,0.25953000000000004,0.52975,1.2247
1,2,1,7,1.02119,-0.15487,-0.17779,-1.21213,-0.00665,-0.71126,-0.8463700000000001
1,3,1,5,1.13281,0.9624799999999999,-0.58331,-0.91699,-1.92173,1.8620299999999999,1.92173
0,4,0,6,-0.14882,0.0033200000000000005,-1.42424,0.28783000000000003,-0.78155,0.52975,-1.5485799999999998
0,3,1,7,-1.43907,-0.15487,1.0623799999999999,0.28783000000000003,0.25953000000000004,-0.21711999999999998,-0.21575
0,4,1,1,0.04257,1.11406,-0.58331,-1.07533,-1.13788,1.29221,1.2247
0,4,0,5,0.04257,-0.69509,-1.1190200000000001,-0.45321000000000006,-0.40581,-1.37983,-2.07848
0,2,0,4,0.04257,0.0033200000000000005,-1.68062,-0.01729,0.25953000000000004,-1.37983,-1.5485799999999998
0,1,0,6,-0.58016,0.63779,-1.97495,0.28783000000000003,0.7583,-0.71126,-0.52593
1,3,1,3,0.22393000000000002,0.63779,-0.019280000000000002,-0.45321000000000006,-0.40581,1.8620299999999999,1.2247
0,3,1,6,-0.46725,-1.23177,-1.2755299999999998,-1.6209,-0.14277,-1.37983,-1.5485799999999998
0,1,0,8,1.37297,0.32197,0.29338000000000003,-0.30172,-0.27607,-1.37983,0.07987000000000001
0,3,1,7,-2.21844,1.58487,1.24033,0.13136,1.3061200000000002,-1.37983,-1.18084
1,1,1,6,-0.58016,-1.37639,-1.82919,-1.34289,0.41594,-1.37983,-1.18084
0,3,1,6,1.02119,-0.30033000000000004,-0.71727,-0.60633,-0.00665,-1.37983,-1.18084
0,3,1,8,-1.5507799999999998,0.47617,1.0623799999999999,-0.45321000000000006,0.9394899999999999,-1.37983,-0.52593
0,2,1,4,0.73545,0.47617,-0.8473200000000001,1.11406,0.5848899999999999,0.52975,-0.21575
0,3,1,1,-1.05308,-0.69509,-1.1190200000000001,1.2861,0.41594,-0.71126,-1.18084
1,1,1,7,-0.34799,-0.30033000000000004,1.0623799999999999,-0.91699,-0.14277,0.88113,-0.21575
0,2,1,5,-0.92104,0.0033200000000000005,0.29338000000000003,-0.15487,-0.27607,-0.21711999999999998,0.07987000000000001
0,3,0,1,-0.051879999999999996,-0.69509,-1.68062,0.28783000000000003,-0.00665,-1.37983,-0.8463700000000001
1,1,1,4,-0.34799,-0.30033000000000004,0.14143,-1.92595,-0.27607,0.52975,0.7654
1,3,0,3,-0.46725,1.11406,-0.31776,1.11406,0.12330999999999999,-2.55524,-0.8463700000000001
1,3,1,3,-1.5507799999999998,0.9624799999999999,-0.019280000000000002,0.43851999999999997,0.9394899999999999,0.19268,0.40148
0,3,1,5,-0.67825,-0.57545,-0.31776,0.28783000000000003,1.1340700000000001,-0.71126,-0.21575
0,5,0,1,-1.1943,-1.7625,-2.8595,-1.47955,0.25953000000000004,0.52975,-2.07848
0,1,1,6,-0.14882,0.16767,-1.55521,-0.7609600000000001,-0.40581,0.52975,-0.21575
1,3,0,2,-0.34799,-0.69509,-1.55521,0.43851999999999997,0.5848899999999999,-2.55524,-2.07848
1,2,1,6,0.13606,-1.6334,-0.58331,-1.21213,-0.40581,-0.21711999999999998,-2.07848
1,2,1,4,-0.79151,-0.80615,-2.09015,-1.6209,-2.18109,-2.55524,-1.18084
0,2,1,5,-0.34799,-0.80615,-1.97495,1.11406,-0.65253,-0.21711999999999998,-0.21575
0,5,0,8,0.04257,0.32197,0.44585,-0.15487,1.46191,-0.21711999999999998,-0.21575
0,4,0,6,-0.79151,-1.23177,-0.019280000000000002,-0.91699,-0.14277,0.88113,0.40148
0,4,1,7,-2.05048,1.45421,-0.97631,0.59042,1.46191,-0.21711999999999998,-1.18084
1,4,0,2,1.02119,-0.9477899999999999,-1.1190200000000001,1.45039,-1.6410099999999999,0.19268,-0.21575
0,3,1,1,-0.34799,0.16767,-0.31776,-0.30172,-0.14277,-1.37983,0.07987000000000001
1,1,0,3,-0.46725,0.0033200000000000005,-1.55521,0.13136,0.41594,0.52975,1.2247
1,2,1,4,0.73545,-0.15487,-1.1190200000000001,0.13136,-0.14277,-0.21711999999999998,0.40148
0,4,1,1,-0.92104,0.16767,-0.45174,-0.30172,0.25953000000000004,-0.71126,0.40148
0,2,0,4,0.31287,-1.92173,-1.42424,-0.7609600000000001,-0.52745,-1.37983,-2.07848
0,2,0,7,0.9109299999999999,-0.57545,0.29338000000000003,-0.60633,-0.27607,0.52975,-0.21575
1,2,0,7,1.37297,0.32197,0.7233,0.28783000000000003,-0.78155,-1.37983,0.07987000000000001
0,2,1,5,0.41667,-0.43998999999999994,0.7233,0.28783000000000003,0.7583,0.88113,0.7654
0,1,1,3,-1.5507799999999998,-0.30033000000000004,-0.45174,0.28783000000000003,-0.00665,-0.71126,-0.8463700000000001
0,5,0,1,-0.14882,-0.80615,-0.97631,0.7609600000000001,0.41594,-1.37983,-1.5485799999999998
1,3,1,7,-0.67825,-0.57545,-0.97631,0.59042,-0.14277,-1.37983,-2.07848
0,3,1,7,-0.46725,0.32197,1.0623799999999999,-1.6209,1.1340700000000001,0.52975,-0.21575
1,2,0,6,0.13606,-1.09207,0.29338000000000003,-0.15487,0.7583,-1.37983,-1.5485799999999998
1,3,0,7,-0.46725,0.63779,-0.31776,-0.60633,-1.13788,0.19268,-0.8463700000000001
1,2,1,8,-1.1943,-0.43998999999999994,-0.019280000000000002,-0.60633,0.9394899999999999,-0.21711999999999998,1.2247
1,1,0,6,-0.67825,3.00537,0.7233,0.9415600000000001,1.6308799999999999,0.52975,0.40148
0,1,1,7,-1.05308,2.57309,0.58331,-1.47955,-0.40581,-0.21711999999999998,1.2247
1,3,0,1,-0.58016,0.47617,-1.68062,-0.15487,0.9394899999999999,-1.37983,-0.8463700000000001
0,3,1,3,-0.58016,1.2861,1.43533,-1.34289,-0.00665,-0.71126,1.2247
0,3,0,5,0.04257,0.63779,-0.31776,-0.30172,0.12330999999999999,0.19268,0.7654
1,1,0,4,-0.92104,0.16767,-0.17779,1.11406,0.5848899999999999,-0.71126,0.07987000000000001
0,2,1,5,-2.21844,0.47617,-1.82919,-0.7609600000000001,2.04506,-1.37983,-1.5485799999999998
0,1,0,4,1.02119,-0.30033000000000004,-1.82919,0.28783000000000003,-0.40581,-1.37983,-0.8463700000000001
1,2,0,1,0.13606,0.0033200000000000005,-1.2755299999999998,-0.7609600000000001,0.5848899999999999,0.52975,-0.21575
0,1,0,6,-0.46725,2.127,0.14143,0.13136,0.7583,1.8620299999999999,1.2247
1,3,0,4,-0.79151,0.47617,-1.42424,-0.91699,-0.52745,-0.71126,0.07987000000000001
0,3,1,7,-0.14882,0.32197,0.14143,-0.30172,-0.14277,0.19268,-0.52593
0,1,1,7,0.31287,-1.09207,-0.8473200000000001,-0.60633,-0.65253,0.19268,0.40148
1,1,0,6,-1.1943,0.32197,0.8830899999999999,-1.21213,-0.78155,-0.21711999999999998,-0.21575
1,3,0,5,0.04257,0.63779,0.29338000000000003,0.13136,0.7583,0.19268,-0.21575
1,2,1,4,-2.3436,1.9388599999999998,1.43533,-0.7609600000000001,-1.3850200000000001,1.8620299999999999,1.2247
1,1,0,5,0.22393000000000002,-0.57545,-0.8473200000000001,0.28783000000000003,1.1340700000000001,-1.37983,-2.07848
1,2,1,5,0.62967,-0.57545,0.14143,-1.772,-0.40581,0.52975,-0.21575
1,1,0,6,1.6038299999999999,0.80523,1.43533,0.13136,-1.13788,0.52975,0.40148
1,2,0,4,1.8399,-1.92173,-2.39883,1.11406,0.25953000000000004,-0.21711999999999998,-1.5485799999999998
1,2,0,6,-0.34799,0.63779,-0.97631,0.28783000000000003,1.46191,-0.21711999999999998,-0.8463700000000001
1,1,0,7,-1.05308,0.63779,-0.97631,-1.07533,0.7583,0.19268,1.92173
0,2,0,5,1.49158,-1.23177,-1.55521,-2.07848,-0.78155,0.52975,0.07987000000000001
0,4,1,7,0.22393000000000002,0.16767,-0.17779,-0.30172,-0.89891,-0.21711999999999998,-0.52593
1,1,0,6,0.22393000000000002,-0.69509,-0.45174,-0.01729,0.12330999999999999,1.29221,0.07987000000000001
0,3,1,1,-0.34799,1.9388599999999998,0.29338000000000003,0.43851999999999997,0.5848899999999999,-0.21711999999999998,-0.21575
1,4,1,6,-0.46725,1.2861,0.44585,0.13136,1.1340700000000001,0.52975,0.40148
0,3,1,6,-1.1943,0.63779,-1.1190200000000001,-0.45321000000000006,-0.00665,-0.21711999999999998,-0.8463700000000001
0,3,0,2,-0.34799,-0.80615,-0.8473200000000001,0.28783000000000003,0.9394899999999999,-1.37983,-2.07848
0,2,1,8,0.04257,0.63779,0.14143,0.13136,0.25953000000000004,-0.21711999999999998,-1.18084
0,3,0,7,-0.79151,0.9624799999999999,-1.1190200000000001,0.9415600000000001,0.41594,0.19268,0.40148
0,3,0,1,0.9109299999999999,0.32197,-1.42424,0.43851999999999997,2.33337,-0.71126,-1.18084
1,3,0,1,-1.5507799999999998,-0.15487,-1.2755299999999998,2.4626200000000003,0.5848899999999999,-1.37983,-2.07848
1,2,0,3,-0.24649000000000001,-0.57545,-0.58331,-0.15487,0.25953000000000004,-1.37983,-1.5485799999999998
1,2,1,7,-0.051879999999999996,0.16767,0.29338000000000003,-0.15487,0.12330999999999999,0.52975,0.40148
1,1,0,7,3.27393,-1.50796,-0.31776,0.59042,-0.65253,-1.37983,0.40148
0,2,0,1,-1.69163,1.58487,-0.58331,1.81866,1.6308799999999999,0.52975,-0.52593
0,3,0,6,-0.14882,-0.30033000000000004,-1.68062,1.81866,1.6308799999999999,1.29221,0.07987000000000001
1,3,0,6,-1.1943,1.58487,0.29338000000000003,0.7609600000000001,0.41594,-2.55524,-1.18084
1,4,1,6,-0.46725,-0.80615,0.14143,0.28783000000000003,0.9394899999999999,-1.37983,-1.18084
1,3,1,1,-0.051879999999999996,0.32197,-0.58331,0.9415600000000001,-0.27607,-0.21711999999999998,-0.21575
0,1,0,6,1.98437,0.32197,1.43533,0.9415600000000001,-0.27607,-0.71126,-0.21575
1,2,0,1,-0.79151,0.63779,-1.1190200000000001,1.2861,0.5848899999999999,-1.37983,-2.07848
1,2,1,2,-0.46725,-0.30033000000000004,-1.2755299999999998,0.28783000000000003,-0.14277,0.52975,0.40148
0,2,1,5,-1.69163,1.2861,-0.58331,1.2861,2.04506,-0.71126,-0.52593
0,3,1,5,0.13606,-1.09207,-0.45174,-1.21213,-0.00665,-0.21711999999999998,0.7654
0,3,0,6,-0.46725,0.16767,-1.1190200000000001,2.23427,0.7583,1.29221,0.40148
0,4,1,5,0.22393000000000002,-1.23177,-0.17779,-0.45321000000000006,-0.27607,0.19268,-1.18084
0,2,1,7,-0.58016,0.47617,-0.71727,0.13136,0.9394899999999999,-0.21711999999999998,-0.52593
0,2,0,5,-0.051879999999999996,-1.09207,-2.63199,-0.91699,0.25953000000000004,-1.37983,-1.5485799999999998
0,3,0,6,-0.79151,1.9388599999999998,-0.71727,2.03972,1.6308799999999999,-0.21711999999999998,-1.18084
0,2,0,4,-0.24649000000000001,1.2861,0.14143,0.59042,1.1340700000000001,0.19268,0.07987000000000001
1,2,0,6,0.52135,-1.6334,-1.82919,0.43851999999999997,-0.89891,-0.71126,-0.8463700000000001
1,1,0,6,-0.46725,-1.50796,-0.71727,-0.60633,-0.65253,-2.55524,-1.5485799999999998
0,1,1,6,-0.67825,0.9624799999999999,-1.68062,0.7609600000000001,0.7583,-0.21711999999999998,-0.52593
0,0,0,4,2.82196,-1.37639,0.7233,-0.45321000000000006,0.5848899999999999,-0.21711999999999998,0.7654
0,2,0,6,0.62967,-1.37639,-1.2755299999999998,0.28783000000000003,-0.27607,-0.71126,-0.8463700000000001
1,2,0,4,1.23461,0.0033200000000000005,-0.31776,1.11406,0.12330999999999999,0.19268,-0.52593
0,1,1,1,-1.05308,1.11406,-1.82919,-0.45321000000000006,0.7583,-0.21711999999999998,0.7654
0,2,0,6,-0.24649000000000001,0.16767,-0.31776,-0.30172,0.41594,0.88113,1.2247
0,3,0,4,-0.46725,-0.57545,-0.58331,0.13136,0.25953000000000004,-0.21711999999999998,-1.18084
1,3,1,7,1.02119,0.80523,0.44585,-0.15487,0.25953000000000004,-0.21711999999999998,0.40148
1,2,1,6,-0.67825,0.32197,-0.8473200000000001,1.81866,-0.40581,-0.71126,-1.18084
0,1,0,6,0.22393000000000002,0.0033200000000000005,-0.17779,1.6110799999999998,0.9394899999999999,-1.37983,-0.21575
1,1,0,4,1.8399,0.0033200000000000005,-0.31776,0.9415600000000001,0.12330999999999999,-0.21711999999999998,-0.8463700000000001
0,1,0,8,0.13606,0.32197,-1.55521,1.45039,1.1340700000000001,-1.37983,-0.52593
0,3,1,7,-0.24649000000000001,-0.30033000000000004,-0.31776,-0.45321000000000006,1.6308799999999999,-1.37983,-0.8463700000000001
1,0,1,4,1.49158,-1.23177,0.7233,-2.35413,-1.92173,0.88113,0.07987000000000001
0,1,0,5,0.04257,0.0033200000000000005,-0.97631,-0.45321000000000006,0.9394899999999999,0.52975,-0.52593
0,1,0,6,0.22393000000000002,1.2861,-1.2755299999999998,-0.30172,-1.13788,0.52975,0.40148
1,0,0,3,-0.34799,0.0033200000000000005,-1.42424,0.59042,-0.14277,-0.71126,0.40148
0,3,1,1,1.37297,-0.30033000000000004,-0.31776,0.13136,-0.14277,0.88113,0.40148
0,2,1,7,-0.34799,0.9624799999999999,2.1532400000000003,0.7609600000000001,-0.78155,1.29221,1.92173
1,3,0,5,0.52135,-0.57545,-0.45174,-0.45321000000000006,0.7583,0.19268,-1.18084
0,2,0,6,1.02119,0.63779,1.24033,0.13136,0.25953000000000004,0.52975,0.40148
1,2,0,5,1.02119,-0.57545,-2.21069,0.7609600000000001,-1.5184,0.88113,0.07987000000000001
1,4,0,6,0.62967,0.0033200000000000005,0.44585,1.2861,0.12330999999999999,0.19268,0.07987000000000001
0,2,0,6,-0.14882,-0.57545,-0.8473200000000001,-1.21213,-0.52745,-1.37983,-1.18084
0,2,0,6,1.49158,0.0033200000000000005,-1.2755299999999998,-0.91699,1.1340700000000001,-0.71126,-0.52593
1,3,0,6,0.82562,-0.9477899999999999,-0.45174,0.7609600000000001,-0.14277,0.19268,-0.21575
1,2,0,5,0.41667,-0.15487,-0.97631,1.11406,-0.65253,-1.37983,-1.18084
1,3,0,5,0.31287,0.63779,-1.55521,0.28783000000000003,0.9394899999999999,0.19268,0.07987000000000001
0,1,1,8,-1.32828,-0.43998999999999994,-0.31776,0.59042,0.9394899999999999,-0.71126,-1.18084
0,2,0,4,0.31287,0.80523,-0.31776,1.2861,0.7583,-1.37983,-1.18084
1,0,0,6,1.98437,-0.43998999999999994,0.29338000000000003,-0.7609600000000001,0.9394899999999999,-0.71126,0.40148
1,4,1,3,0.04257,-0.80615,-0.97631,0.59042,0.25953000000000004,-1.37983,-1.18084
0,2,0,6,0.31287,0.63779,-0.019280000000000002,0.7609600000000001,-0.14277,-0.21711999999999998,-0.52593
0,2,0,7,-0.67825,1.45421,0.14143,0.28783000000000003,1.81175,-1.37983,-1.5485799999999998
0,4,0,1,-0.79151,-0.80615,-1.97495,1.11406,0.5848899999999999,-1.37983,-1.5485799999999998
1,3,0,1,0.41667,-1.37639,-2.09015,0.59042,-0.27607,-1.37983,-2.07848
1,0,0,7,-0.34799,0.0033200000000000005,-0.45174,0.13136,0.7583,-0.71126,-0.8463700000000001
0,4,0,5,-1.43907,0.0033200000000000005,-0.8473200000000001,0.59042,-0.27607,-0.71126,-1.5485799999999998
1,0,1,6,-0.34799,1.2861,-1.1190200000000001,0.59042,-0.52745,0.52975,0.07987000000000001
1,1,0,5,-0.79151,-0.30033000000000004,-0.17779,0.28783000000000003,-0.52745,0.88113,0.07987000000000001
0,3,0,6,0.31287,-1.09207,-0.45174,0.13136,0.12330999999999999,-1.37983,0.07987000000000001
0,1,0,6,-0.92104,1.2861,-0.019280000000000002,-0.01729,0.41594,-0.71126,-1.18084
1,4,0,6,0.62967,0.32197,0.7233,-0.30172,0.9394899999999999,0.52975,0.07987000000000001
0,0,1,6,-0.58016,0.32197,-0.58331,1.2861,-0.89891,0.19268,-1.18084
0,4,0,6,-0.34799,0.47617,-0.71727,-0.91699,-0.52745,-0.71126,-0.8463700000000001
1,1,0,5,-0.051879999999999996,0.47617,0.58331,0.7609600000000001,-0.00665,1.8620299999999999,1.2247
1,3,0,5,-0.46725,2.32338,0.7233,1.81866,1.3061200000000002,0.52975,0.07987000000000001
0,0,0,6,-0.58016,0.16767,-0.8473200000000001,1.11406,1.46191,0.52975,1.2247
1,2,1,7,-0.14882,-0.9477899999999999,-0.58331,-1.34289,1.3061200000000002,-0.71126,-0.8463700000000001
0,2,0,6,-0.67825,1.2861,-0.45174,0.9415600000000001,1.1340700000000001,0.19268,-0.8463700000000001
1,5,1,0,-1.5507799999999998,-1.09207,-2.39883,-0.91699,-0.65253,-1.37983,-2.07848
1,1,0,6,-0.14882,0.9624799999999999,1.24033,-0.01729,0.25953000000000004,-0.21711999999999998,0.40148
0,2,0,1,-0.14882,1.11406,0.29338000000000003,-0.91699,-1.0145,1.8620299999999999,0.40148
0,0,0,6,-0.051879999999999996,1.2861,0.58331,0.13136,0.41594,0.88113,0.07987000000000001
1,2,0,5,-0.67825,0.47617,-0.58331,0.59042,-0.14277,-0.21711999999999998,0.40148
1,2,0,6,0.13606,0.0033200000000000005,-0.17779,-0.30172,-0.00665,0.52975,1.2247
0,1,1,7,-1.43907,0.47617,1.0623799999999999,-0.45321000000000006,1.1340700000000001,-1.37983,-0.8463700000000001
0,1,0,4,0.73545,0.16767,-1.42424,-0.01729,-1.25773,1.8620299999999999,0.7654
0,3,0,1,-0.67825,-0.57545,-1.1190200000000001,1.11406,0.9394899999999999,-1.37983,-2.07848
1,1,0,5,0.13606,0.63779,-0.8473200000000001,1.81866,0.5848899999999999,-0.21711999999999998,-1.18084
0,3,0,5,0.52135,-0.15487,-1.2755299999999998,0.9415600000000001,0.12330999999999999,-1.37983,-1.5485799999999998
1,1,0,5,-0.14882,1.11406,0.44585,1.2861,1.3061200000000002,0.19268,1.2247
1,1,0,6,1.6038299999999999,-0.30033000000000004,-0.71727,1.11406,-0.40581,0.19268,0.07987000000000001
1,1,0,5,0.22393000000000002,1.11406,0.29338000000000003,1.45039,-0.00665,0.88113,0.7654
1,2,1,5,1.23461,0.80523,0.44585,1.45039,-1.6410099999999999,1.8620299999999999,0.7654
1,1,0,7,0.31287,1.11406,-0.8473200000000001,-1.07533,0.7583,-0.21711999999999998,-0.52593
1,2,0,4,-0.34799,-0.57545,0.14143,1.11406,0.25953000000000004,-1.37983,-0.8463700000000001
1,0,0,6,0.82562,-0.30033000000000004,0.29338000000000003,-0.01729,0.12330999999999999,0.19268,0.07987000000000001
1,1,0,6,-0.14882,0.47617,-0.45174,-0.7609600000000001,0.9394899999999999,0.52975,-0.52593
1,2,0,6,-0.24649000000000001,0.63779,0.7233,1.11406,0.25953000000000004,1.29221,1.2247
0,4,1,6,-1.1943,1.11406,-0.31776,1.11406,0.9394899999999999,-0.21711999999999998,0.07987000000000001
0,3,0,6,-0.46725,1.45421,0.29338000000000003,0.43851999999999997,0.7583,-0.21711999999999998,-0.21575
1,2,0,6,-1.32828,0.63779,0.8830899999999999,-0.45321000000000006,0.25953000000000004,-1.37983,-1.5485799999999998
0,3,0,6,-0.46725,0.47617,-0.71727,1.45039,1.46191,-0.21711999999999998,-0.8463700000000001
1,0,1,4,0.22393000000000002,0.9624799999999999,-0.97631,-0.60633,0.5848899999999999,1.29221,0.40148
1,3,1,7,-0.67825,0.32197,-0.019280000000000002,-0.7609600000000001,-0.14277,0.19268,0.07987000000000001
0,3,0,6,-1.05308,1.45421,0.14143,0.9415600000000001,1.6308799999999999,-1.37983,-2.07848
1,2,0,5,1.02119,-2.21069,-1.82919,0.59042,0.41594,-1.37983,-1.5485799999999998
0,5,0,7,0.13606,-1.09207,-0.45174,-0.45321000000000006,0.25953000000000004,-0.21711999999999998,-1.5485799999999998
0,1,0,6,0.04257,1.2861,-0.019280000000000002,0.13136,0.7583,0.52975,0.7654
0,3,1,6,-0.67825,0.80523,-1.42424,0.9415600000000001,0.25953000000000004,0.52975,0.40148
1,1,0,6,0.41667,0.9624799999999999,-0.019280000000000002,-0.91699,1.6308799999999999,0.19268,0.40148
0,1,0,5,0.04257,0.9624799999999999,-1.2755299999999998,2.23427,2.04506,-1.37983,-2.07848
0,1,0,7,1.49158,0.32197,-0.17779,0.43851999999999997,0.41594,0.19268,-0.21575
1,1,0,1,0.9109299999999999,-0.15487,-2.21069,0.28783000000000003,1.3061200000000002,-1.37983,-2.07848
0,0,0,3,0.52135,-0.15487,-0.71727,-0.60633,0.25953000000000004,-0.21711999999999998,-0.21575
0,3,0,5,-1.86962,0.63779,0.7233,1.6110799999999998,0.25953000000000004,-1.37983,-0.8463700000000001
0,2,0,7,0.62967,-1.23177,-0.019280000000000002,1.6110799999999998,2.63199,-1.37983,-0.8463700000000001
1,1,0,3,2.127,-1.23177,-0.8473200000000001,0.7609600000000001,-1.0145,0.19268,-1.18084
1,0,0,4,1.49158,-1.50796,-3.27393,0.7609600000000001,-0.89891,-1.37983,-1.5485799999999998
1,1,0,6,-0.58016,1.11406,0.7233,0.9415600000000001,0.9394899999999999,-1.37983,-0.21575
0,2,1,6,1.98437,-1.50796,-0.17779,1.11406,-2.90161,-0.71126,-0.52593
1,1,0,4,-0.24649000000000001,-0.9477899999999999,-1.68062,-1.47955,-1.3850200000000001,-2.55524,-1.5485799999999998
1,1,0,5,1.37297,-0.69509,-1.2755299999999998,0.43851999999999997,-0.65253,-0.21711999999999998,-0.8463700000000001
0,3,1,7,-0.92104,-0.30033000000000004,-1.1190200000000001,0.59042,1.6308799999999999,-0.21711999999999998,-0.52593
0,3,0,8,-2.4231700000000003,0.16767,-0.31776,2.03972,1.81175,-0.71126,-1.18084
1,3,0,5,1.13281,0.32197,-0.17779,0.9415600000000001,1.1340700000000001,-0.71126,-0.21575
